average_packet_size,packet_length_mean,subflow_fwd_bytes,total_fwd_packet_length,fwd_header_length, fwd_packet_length_max,packet_length_std,packet_length_variance,max_packet_length,init_win_bytes_fwd,flow_iat_max,fwd_iat_max,flow_duration,fwd_segment_size,fwd_packet_length_mean,flow_bytes_per_sec,fwd_iat_total,fwd_iat_mean,fwd_packets_per_second,avg_bwd_segment_size,Label
200,200,5526,5526,9756,1399,283.8657882,80579.78571,1399,32120,0.067485809,0.067485809,0.329348803,204.6666667,204.6666667,17003.24992,0.329348803,0.012667262,81.97995496,74,BENIGN
194.9655172,194.9655172,5580,5580,9816,1399,280.1978959,78510.86088,1399,32120,0.067485809,0.067485809,0.329418421,199.2857143,199.2857143,17163.58176,0.329418421,0.012200682,84.99828253,74,BENIGN
627.0909091,627.0909091,3733,13796,26536,2866,812.3223671,659867.6281,2866,65160,0.066285372,0.066285372,0.191041231,627.0909091,627.0909091,72214.77749,0.191041231,0.009097201,115.1583868,0,BENIGN
191.4666667,191.4666667,5670,5670,9948,1399,276.1319411,76248.84889,1399,32120,0.067485809,0.067485809,0.35205698,195.5172414,195.5172414,16315.54073,0.35205698,0.012573464,82.37302947,74,BENIGN
604.0434783,604.0434783,3830,13893,26682,2866,801.7878652,642863.7807,2866,65160,0.066285372,0.066285372,0.193944693,604.0434783,604.0434783,71633.82412,0.193944693,0.008815668,118.59051,0,BENIGN
187.4193548,187.4193548,5736,5736,10032,1399,272.5447314,74280.63059,1399,32120,0.067485809,0.067485809,0.356835842,191.2,191.2,16281.99669,0.356835842,0.012304684,84.07227206,74,BENIGN
581.7083333,581.7083333,5206,13961,26770,2866,792.1815069,627551.5399,2866,65160,0.066285372,0.066285372,0.201606274,581.7083333,581.7083333,69248.83709,0.201606274,0.00876549,119.0439145,0,BENIGN
561.08,561.08,4991,14027,26854,2866,782.7273814,612662.1536,2866,65160,0.066285372,0.066285372,0.205592632,561.08,561.08,68227.1531,0.205592632,0.00856636,121.5996883,0,BENIGN
183.25,183.25,5790,5790,10092,1399,269.2549907,72498.25,1399,32120,0.067485809,0.067485809,0.365821123,186.7741935,186.7741935,16029.69219,0.365821123,0.012194037,84.74086935,74,BENIGN
542.0384615,542.0384615,5057,14093,26938,2866,773.4098068,598162.7293,2866,65160,0.066285372,0.066285372,0.207197905,542.0384615,542.0384615,68017.09712,0.207197905,0.008287916,125.4838945,0,BENIGN
179.3333333,179.3333333,5844,5844,10152,1399,266.0680782,70792.22222,1399,32120,0.067485809,0.067485809,0.367417812,182.625,182.625,16107.00353,0.367417812,0.011852187,87.09430769,74,BENIGN
524.4074074,524.4074074,3896,14159,27022,2866,764.2583071,584090.7599,2866,65160,0.066285372,0.066285372,0.234945059,524.4074074,524.4074074,60265.15336,0.234945059,0.009036348,114.9204845,0,BENIGN
175.6470588,175.6470588,5898,5898,10212,1399,262.98008,69158.52249,1399,32120,0.067485809,0.067485809,0.395174265,178.7272727,178.7272727,15112.32013,0.395174265,0.012349196,83.50746223,74,BENIGN
223.625,223.625,1715,1715,3094,481,199.3858931,39754.73438,481,32120,4.449255228,4.449255228,5.451085806,245,245,328.191495,5.451085806,0.908514301,1.284147828,74,BENIGN
187.8857143,187.8857143,6502,6502,11372,1399,268.8405551,72275.24408,1399,32120,0.10097456,0.10097456,0.496148825,191.2352941,191.2352941,13254.08763,0.496148825,0.015034813,68.52782534,74,BENIGN
421.4,421.4,2107,2107,3974,955,435.2744422,189463.84,955,506,4.485625029,4.485625029,5.412389994,421.4,421.4,389.2919768,5.412389994,1.353097498,0.923806305,0,BENIGN
510.3333333,510.3333333,3062,3062,5836,955,444.3334584,197432.2222,955,506,4.485625029,4.485625029,5.414499283,510.3333333,510.3333333,565.51859,5.414499283,1.082899857,1.108135709,0,BENIGN
206.1111111,206.1111111,1781,1781,3178,481,194.4001854,37791.4321,481,32120,4.449255228,4.449255228,5.489549875,222.625,222.625,337.914773,5.489549875,0.784221411,1.457314385,74,BENIGN
508.1428571,508.1428571,5275,14228,27112,2866,755.2303203,570372.8367,2866,65160,0.15329361,0.15329361,0.388238668,508.1428571,508.1428571,36647.56027,0.388238668,0.01437921,72.12058529,0,BENIGN
521.8275862,521.8275862,6180,15133,28874,2866,745.6194864,555948.4185,2866,65160,0.15329361,0.15329361,0.398696661,521.8275862,521.8275862,37956.17441,0.398696661,0.014239166,72.73700243,0,BENIGN
185.0555556,185.0555556,6588,6588,11496,1399,265.6086244,70547.94136,1399,32120,0.10097456,0.10097456,0.579270601,188.2285714,188.2285714,11500.66996,0.579270601,0.017037371,60.42081183,74,BENIGN
151.2857143,151.2857143,985,985,1682,583,177.5215997,31513.91837,583,32120,0.36735487,0.36735487,0.489869833,164.1666667,164.1666667,2161.798765,0.489869833,0.097973967,12.24815164,74,BENIGN
161.875,161.875,1221,1221,2106,583,168.4031157,28359.60938,583,32120,0.36735487,0.36735487,0.491219997,174.4285714,174.4285714,2636.293324,0.491219997,0.08187,14.25023419,74,BENIGN
981.75,981.75,3927,3927,7662,2866,1107.44444,1226433.188,2866,261,0.410442591,0.410442591,0.415924311,981.75,981.75,9441.621706,0.415924311,0.138641437,9.617134409,0,BENIGN
151.2222222,151.2222222,1287,1287,2190,583,161.6056777,26116.39506,583,32120,0.36735487,0.36735487,0.532837629,160.875,160.875,2554.249034,0.532837629,0.076119661,15.01395465,74,BENIGN
804.8,804.8,4024,4024,7808,2866,1051.851586,1106391.76,2866,261,0.410442591,0.410442591,0.418305635,804.8,804.8,9619.760431,0.418305635,0.104576409,11.95298264,0,BENIGN
142.7,142.7,1353,1353,2274,583,155.4297591,24158.41,583,32120,0.36735487,0.36735487,0.535160303,150.3333333,150.3333333,2666.490754,0.535160303,0.066895038,16.81739088,74,BENIGN
138.5454545,138.5454545,1450,1450,2420,583,148.7776643,22134.79339,583,32120,0.36735487,0.36735487,0.54561615,145,145,2793.172453,0.54561615,0.060624017,18.32790324,74,BENIGN
90.75,90.75,1283,1283,1846,97,21.61452058,467.1875,169,0,3.67034483,3.67034483,6.581147194,85.53333333,85.53333333,220.6302271,6.581147194,0.470081942,2.279237883,169,BENIGN
90.41176471,90.41176471,1368,1368,1968,97,21.01276593,441.5363322,169,0,3.67034483,3.67034483,6.581491709,85.5,85.5,233.5336832,6.581491709,0.438766114,2.431059813,169,BENIGN
183.5,183.5,139,2569,4466,261,45.48900966,2069.25,261,0,3.666773319,3.666773319,6.571747065,183.5,183.5,390.9158363,6.571747065,0.505519005,2.130331533,0,BENIGN
184.9333333,184.9333333,344,2774,4828,261,44.27258997,1960.062222,261,0,3.666773319,3.666773319,6.578320503,184.9333333,184.9333333,421.6881799,6.578320503,0.469880036,2.280217267,0,BENIGN
133.1666667,133.1666667,1524,1524,2520,583,143.5565123,20608.47222,583,32120,0.36735487,0.36735487,0.571505308,138.5454545,138.5454545,2796.12451,0.571505308,0.057150531,19.24741528,74,BENIGN
681.6666667,681.6666667,4090,4090,7892,2866,998.9005067,997802.2222,2866,261,0.410442591,0.410442591,0.475617647,681.6666667,681.6666667,8599.344504,0.475617647,0.095123529,12.61517531,0,BENIGN
594.8571429,594.8571429,74,4164,7992,2866,948.9333002,900474.4082,2866,261,0.410442591,0.410442591,0.496598005,594.8571429,594.8571429,8385.051804,0.496598005,0.082766334,14.09590841,0,BENIGN
128,128,1590,1590,2604,583,139.08105,19343.53846,583,32120,0.36735487,0.36735487,0.613465548,132.5,132.5,2712.458763,0.613465548,0.055769595,19.56100069,74,BENIGN
170.5,170.5,2313,2313,4002,723,203.575802,41443.10714,723,32120,0.36735487,0.36735487,0.616486311,177.9230769,177.9230769,3871.943233,0.616486311,0.051373859,21.08724844,74,BENIGN
528.75,528.75,140,4230,8076,2866,904.7133179,818506.1875,2866,261,0.410442591,0.410442591,0.545576811,528.75,528.75,7753.262081,0.545576811,0.077939544,14.66337982,0,BENIGN
501.5555556,501.5555556,424,4514,8596,2866,856.4329268,733477.358,2866,261,0.410442591,0.410442591,0.566252232,501.5555556,501.5555556,7971.712513,0.566252232,0.070781529,15.8939771,0,BENIGN
163.5333333,163.5333333,2379,2379,4086,723,198.3928314,39359.71556,723,32120,0.36735487,0.36735487,0.683160782,169.9285714,169.9285714,3590.662791,0.683160782,0.052550829,20.49297965,74,BENIGN
161.4375,161.4375,2509,2509,4298,723,192.2644561,36965.62109,723,32120,0.36735487,0.36735487,0.684383154,167.2666667,167.2666667,3774.201608,0.684383154,0.048884511,21.91754708,74,BENIGN
192.2941176,192.2941176,3195,3195,5622,723,223.6632881,50025.26644,723,32120,0.36735487,0.36735487,0.684955835,199.6875,199.6875,4772.57048,0.684955835,0.045663722,23.35917029,74,BENIGN
458,458,490,4580,8680,2866,822.9236903,677203.4,2866,261,0.410442591,0.410442591,0.612490892,458,458,7477.66221,0.612490892,0.068054544,16.32677338,0,BENIGN
89.33333333,89.33333333,1439,1439,2062,97,20.89922912,436.7777778,169,0,3.67034483,3.67034483,6.854313135,84.64705882,84.64705882,234.5968105,6.854313135,0.428394571,2.480190161,169,BENIGN
88.36842105,88.36842105,1510,1510,2156,97,20.74966208,430.5484765,169,0,3.67034483,3.67034483,6.860923767,83.88888889,83.88888889,244.7192327,6.860923767,0.403583751,2.623553418,169,BENIGN
179.8125,179.8125,103,2877,4986,261,47.23242894,2230.902344,261,0,3.666773319,3.666773319,6.850708723,179.8125,179.8125,419.9565499,6.850708723,0.456713915,2.335524782,0,BENIGN
176.7058824,176.7058824,230,3004,5192,261,47.47725735,2254.089965,261,0,3.666773319,3.666773319,6.855924845,176.7058824,176.7058824,438.1611625,6.855924845,0.428495303,2.479607111,0,BENIGN
1399,1399,1399,1399,2750,1399,0,0,1399,0,0,0,0,1399,1399,0,0,0,0,0,BENIGN
494.9090909,494.9090909,1354,5444,10360,2866,793.2605275,629262.2645,2866,261,0.410442591,0.410442591,0.76673913,494.9090909,494.9090909,7100.198473,0.76673913,0.076673913,14.3464701,0,BENIGN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
1242,1242,1242,1242,2436,1242,0,0,1242,0,0,0,0,1242,1242,0,0,0,0,0,BENIGN
1242,1242,2484,2484,4872,1242,0,0,1242,0,0.000000238,0.000000238,0.000000238,1242,1242,10418651136,0.000000238,0.000000238,8388608,0,BENIGN
1242,1242,3726,3726,7308,1242,0,0,1242,0,0.000000238,0.000000238,0.000000238,1242,1242,15627976704,0.000000238,0.000000119,12582912,0,BENIGN
1242,1242,4968,4968,9744,1242,0,0,1242,0,0.000474215,0.000474215,0.000474453,1242,1242,10471006.17,0.000474453,0.000158151,8430.761809,0,BENIGN
1242,1242,6210,6210,12180,1242,0,0,1242,0,0.000474215,0.000474215,0.00047493,1242,1242,13075616.39,0.00047493,0.000118732,10527.87149,0,BENIGN
1072.833333,1072.833333,6437,6437,12586,1242,378.2681662,143086.8056,1242,0,0.000474215,0.000474215,0.00047493,1072.833333,1072.833333,13553581.75,0.00047493,0.000095,12633.44578,0,BENIGN
185.2777778,185.2777778,3261,3261,5706,723,219.2783126,48082.9784,723,32120,0.36735487,0.36735487,0.932409048,191.8235294,191.8235294,3576.756368,0.932409048,0.058275566,18.2323413,74,BENIGN
912.6666667,912.6666667,1496,1496,2896,1399,580.3138997,336764.2222,1399,0,0.06457901,0.080981255,0.080981255,748,748,33810.29368,0.080981255,0.080981255,24.69707354,1242,BENIGN
703,703,1570,1570,2996,1399,620.0431437,384453.5,1399,32120,0.06457901,0.080981255,0.087034225,523.3333333,523.3333333,32309.12879,0.087034225,0.043517113,34.46919857,1242,BENIGN
930.1428571,930.1428571,74,6511,12686,1242,494.7820382,244809.2653,1242,65160,0.072752476,0.072752476,0.073227406,930.1428571,930.1428571,88914.79838,0.073227406,0.012204568,95.59262612,0,BENIGN
575.6,575.6,1636,1636,3080,1399,610.3161804,372485.84,1399,32120,0.06457901,0.080981255,0.137856007,409,409,20876.85601,0.137856007,0.045952002,29.01578319,1242,BENIGN
576.8333333,576.8333333,2219,2219,4198,1399,557.1467241,310412.4722,1399,32120,0.06457901,0.080981255,0.140323639,443.8,443.8,24664.41169,0.140323639,0.03508091,35.63191518,1242,BENIGN
513,513,2349,2349,4410,1399,538.9953618,290516,1399,32120,0.06457901,0.080981255,0.159882784,391.5,391.5,22460.20436,0.159882784,0.031976557,37.52749267,1242,BENIGN
463.625,463.625,2467,2467,4598,1399,520.8327317,271266.7344,1399,32120,0.06457901,0.080981255,0.163071871,352.4285714,352.4285714,22744.57257,0.163071871,0.027178645,42.92585818,1242,BENIGN
567.5555556,567.5555556,3866,3866,7348,1399,572.3097668,327538.4691,1399,32120,0.06457901,0.080981255,0.174029827,483.25,483.25,29351.29043,0.174029827,0.024861404,45.96913146,1242,BENIGN
650.7,650.7,5265,5265,10098,1399,597.4961171,357001.61,1399,32120,0.06457901,0.080981255,0.174664736,585,585,37254.22863,0.174664736,0.021833092,51.52728717,1242,BENIGN
637.0909091,637.0909091,5766,5766,11052,1399,571.3133919,326398.9917,1399,32120,0.06457901,0.080981255,0.192412376,576.6,576.6,36421.77354,0.192412376,0.021379153,51.97170882,1242,BENIGN
822.125,822.125,140,6577,12770,1242,543.9513851,295883.1094,1242,65160,0.072752476,0.072752476,0.128265619,822.125,822.125,51276.40623,0.128265619,0.01832366,62.37057167,0,BENIGN
1049.222222,1049.222222,3006,9443,18454,2866,821.9442773,675592.3951,2866,65160,0.072752476,0.072752476,0.133670568,1049.222222,1049.222222,70643.82316,0.133670568,0.016708821,67.32970543,0,BENIGN
1150.2,1150.2,5065,11502,22524,2866,836.5415471,699801.76,2866,65160,0.072752476,0.072752476,0.133671045,1150.2,1150.2,86047.05659,0.133671045,0.014852338,74.81051695,0,BENIGN
589.5,589.5,5832,5832,11136,1399,569.3091574,324112.9167,1399,32120,0.06457901,0.080981255,0.198291302,530.1818182,530.1818182,35674.78724,0.198291302,0.01982913,55.47394114,1242,BENIGN
549.2307692,549.2307692,5898,5898,11220,1399,564.4824933,318640.4852,1399,32120,0.06457901,0.080981255,0.198848963,491.5,491.5,35906.64945,0.198848963,0.018077178,60.34731,1242,BENIGN
1097.727273,1097.727273,7010,12075,23622,2866,814.6884615,663717.2893,2866,65160,0.072752476,0.072752476,0.151952982,1097.727273,1097.727273,79465.37044,0.151952982,0.015195298,72.39081365,0,BENIGN
1012,1012,7079,12144,23712,2866,830.2098128,689248.3333,2866,65160,0.072752476,0.072752476,0.151953459,1012,1012,79919.20748,0.151953459,0.013813951,78.97154889,0,BENIGN
939.4615385,939.4615385,7148,12213,23802,2866,836.2841453,699371.1716,2866,65160,0.072752476,0.072752476,0.151953459,939.4615385,939.4615385,80373.29389,0.151953459,0.012662788,85.5525113,0,BENIGN
879.0714286,879.0714286,7242,12307,23942,2866,834.7614257,696826.6378,2866,65160,0.072752476,0.072752476,0.151953697,879.0714286,879.0714286,80991.77727,0.151953697,0.011688746,92.13332915,0,BENIGN
825,825,7310,12375,24030,2866,831.446691,691303.6,2866,65160,0.072752476,0.072752476,0.151953697,825,825,81439.28202,0.151953697,0.010853836,98.71428123,0,BENIGN
516.2142857,516.2142857,5985,5985,11346,1399,556.8227698,310051.5969,1399,32120,0.06457901,0.080981255,0.218188763,460.3846154,460.3846154,33122.69574,0.218188763,0.018182397,59.58143692,1242,BENIGN
777.6875,777.6875,7378,12443,24118,2866,825.6356429,681674.2148,2866,65160,0.072752476,0.072752476,0.170133829,777.6875,777.6875,73136.54236,0.170133829,0.011342255,94.0436131,0,BENIGN
735.9411765,735.9411765,7446,12511,24206,2866,818.2052432,669459.8201,2866,65160,0.072752476,0.072752476,0.172775269,735.9411765,735.9411765,72411.9841,0.172775269,0.010798454,98.39371191,0,BENIGN
698.8888889,698.8888889,7515,12580,24296,2866,809.6952711,655606.4321,2866,65160,0.072752476,0.072752476,0.182646751,698.8888889,698.8888889,68876.12237,0.182646751,0.010743927,98.55089051,0,BENIGN
490.4666667,490.4666667,6115,6115,11558,1399,546.5003649,298662.6489,1399,32120,0.06457901,0.080981255,0.268750429,436.7857143,436.7857143,27374.84001,0.268750429,0.02067311,52.09294007,1242,BENIGN
665.6842105,665.6842105,7583,12648,24384,2866,800.5914953,640946.7424,2866,65160,0.072752476,0.072752476,0.208431482,665.6842105,665.6842105,60681.81188,0.208431482,0.011579527,91.15705453,0,BENIGN
474.5625,474.5625,6351,6351,11982,1399,532.7197867,283790.3711,1399,32120,0.06457901,0.080981255,0.27330327,423.4,423.4,27782.32397,0.27330327,0.019521662,54.88408529,1242,BENIGN
635.7,635.7,5131,12714,24468,2866,791.1898698,625981.41,2866,65160,0.072752476,0.072752476,0.264742136,635.7,635.7,48024.08937,0.264742136,0.013933797,75.54520902,0,BENIGN
634.1428571,634.1428571,5734,13317,25626,2866,772.1536539,596221.2653,2866,65160,0.072752476,0.072752476,0.264742613,634.1428571,634.1428571,50301.68682,0.264742613,0.013237131,79.3223266,0,BENIGN
450.5294118,450.5294118,6417,6417,12066,1399,525.678846,276338.2491,1399,32120,0.06457901,0.080981255,0.32936883,401.0625,401.0625,23253.56655,0.32936883,0.021957922,48.57776012,1242,BENIGN
430.8888889,430.8888889,6514,6514,12212,1399,517.246437,267543.8765,1399,32120,0.06457901,0.080981255,0.330405235,383.1764706,383.1764706,23474.20432,0.330405235,0.020650327,51.45196923,1242,BENIGN
608.3181818,608.3181818,5800,13383,25710,2866,763.6265381,583125.4897,2866,65160,0.091762304,0.091762304,0.356504917,608.3181818,608.3181818,37539.45417,0.356504917,0.016976425,61.71022879,0,BENIGN
188.6315789,188.6315789,3510,3510,6156,723,213.9036208,45754.759,723,32120,0.36735487,0.36735487,1.298984766,195,195,2759.077777,1.298984766,0.076410869,13.85697544,74,BENIGN
459.1666667,459.1666667,1420,5510,10444,2866,768.6848979,590876.4722,2866,261,0.475772619,0.475772619,1.242511749,459.1666667,459.1666667,4434.565712,1.242511749,0.112955614,9.65785636,0,BENIGN
635.8695652,635.8695652,8825,14625,28146,2866,757.9392716,574471.9395,2866,65160,0.091762304,0.091762304,0.441892862,635.8695652,635.8695652,33096.25759,0.441892862,0.020086039,52.04881536,0,BENIGN
661.125,661.125,10067,15867,30582,2866,751.8017421,565205.8594,2866,65160,0.091762304,0.091762304,0.441893101,661.125,661.125,35906.87425,0.441893101,0.019212744,54.31177803,0,BENIGN
684.36,684.36,11309,17109,33018,2866,745.3552109,555554.3904,2866,65160,0.091762304,0.091762304,0.441893339,684.36,684.36,38717.48787,0.441893339,0.018412222,56.57473826,0,BENIGN
705.8076923,705.8076923,12551,18351,35454,2866,738.7063026,545687.0015,2866,65160,0.091762304,0.091762304,0.441893339,705.8076923,705.8076923,41528.12087,0.441893339,0.017675734,58.83772779,0,BENIGN
725.6666667,725.6666667,13793,19593,37890,2866,731.9359413,535730.2222,2866,65160,0.091762304,0.091762304,0.441893339,725.6666667,725.6666667,44338.75387,0.441893339,0.016995898,61.10071732,0,BENIGN
716.9285714,716.9285714,14274,20074,38804,2866,720.1795376,518658.5663,2866,65160,0.091762304,0.091762304,0.441893578,716.9285714,716.9285714,45427.22732,0.441893578,0.016366429,63.36367266,0,BENIGN
734.6896552,734.6896552,15506,21306,41220,2866,713.8673258,509606.5589,2866,65160,0.091762304,0.091762304,0.441893578,734.6896552,734.6896552,48215.22892,0.441893578,0.015781913,65.62666097,0,BENIGN
412.6842105,412.6842105,6599,6599,12334,1399,509.3407558,259428.0055,1399,32120,0.179378748,0.179378748,0.509783983,366.6111111,366.6111111,15381.02463,0.509783983,0.029987293,35.30907324,1242,BENIGN
751.6,751.6,16748,22548,43656,2866,707.7517267,500912.5067,2866,65160,0.099719048,0.099719048,0.541612625,751.6,751.6,41631.23043,0.541612625,0.018676297,55.3901416,0,BENIGN
767.4193548,767.4193548,17990,23790,46092,2866,701.6135677,492261.5983,2866,65160,0.099719048,0.099719048,0.54161334,767.4193548,767.4193548,43924.32429,0.54161334,0.018053778,57.23640407,0,BENIGN
396.3,396.3,6684,6684,12456,1399,501.5545932,251557.01,1399,32120,0.179378748,0.179378748,0.606449842,351.7894737,351.7894737,13069.50624,0.606449842,0.033691658,31.3298787,1242,BENIGN
782.25,782.25,19232,25032,48528,2866,695.4831504,483696.8125,2866,65160,0.099719048,0.099719048,0.542282581,782.25,782.25,46160.43528,0.542282581,0.017492986,59.00982459,0,BENIGN
782.0606061,782.0606061,20008,25808,50032,2866,684.8653015,469040.4812,2866,65160,0.099719048,0.099719048,0.54228282,782.0606061,782.0606061,47591.4026,0.54228282,0.016946338,60.85385485,0,BENIGN
381.4761905,381.4761905,6769,6769,12578,1399,493.9362422,243973.0113,1399,32120,0.179378748,0.179378748,0.608498335,338.45,338.45,13165.19626,0.608498335,0.032026228,32.86779742,1242,BENIGN
536.6153846,536.6153846,2886,6976,13328,2866,785.7506493,617404.0828,2866,261,0.475772619,0.475772619,1.414491892,536.6153846,536.6153846,4931.806283,1.414491892,0.117874324,9.19057937,0,BENIGN
516,516,3134,7224,13776,2866,760.8079352,578828.7143,2866,261,0.475772619,0.475772619,1.414492369,516,516,5107.132537,1.414492369,0.108807105,9.897543677,0,BENIGN
182.5,182.5,3576,3576,6240,723,210.1936012,44181.35,723,32120,0.36735487,0.36735487,1.531342506,188.2105263,188.2105263,2383.529475,1.531342506,0.085074584,12.4074137,74,BENIGN
